METAR,RCMQ,062100Z,010,18KT,2400,BR,SCT002 BKN008 BKN012,14,13,Q1018,BECMG,3200,BR,A3007,RA,AMT,T,,,,,
SPECI,RCMQ,062050Z,020,17KT,2400,BR,SCT002 BKN008,14,14,Q1018,A3007,,,,,,,,,,,
METAR,RCMQ,062030Z,020,17KT,1000,R36,0900N,-RA,BR,BKN002 OVC008,14,14,Q1018,A3007,,,,,,,,
METAR,RCMQ,062000Z,010,21KT,1000,R36,0900N,-RA,BR,BKN002 OVC008,14,14,Q1018,A3008,RA,AMT,T,,,,,
METAR,RCMQ,061900Z,010,19KT,1000,R36,0900N,-RA,BR,BKN002 OVC008,16,16,Q1018,A3008,RA,AMT,T,,,,,
SPECI,RCMQ,061806Z,010,16KT,1000,R36,0900U,-RA,BR,BKN002 OVC008,16,16,Q1018,A3008,,,,,,,,
METAR,RCMQ,061800Z,010,15KT,0800,R36,0750N,FG,BKN002 OVC008,16,15,Q1018,A3007,,,,,,,,,
METAR,RCMQ,061700Z,010,13KT,0800,R36,0750N,FG,BKN002 OVC008,16,16,Q1018,A3006,,,,,,,,,
METAR,RCMQ,061600Z,360,09KT,0800,R36,0750N,FG,BKN002 OVC008,16,16,Q1018,A3006,,,,,,,,,
METAR,RCMQ,061500Z,030,04KT,0800,R36,0750N,FG,BKN002 OVC008,17,17,Q1018,A3006,,,,,,,,,
SPECI,RCMQ,061422Z,020,06KT,0800,R36,0750U,FG,BKN002 OVC008,17,17,Q1018,A3006,,,,,,,,,
METAR,RCMQ,061400Z,360,09KT,0400,R36,0300N,FG,BKN002 OVC008,17,17,Q1017,A3006,,,,,,,,,
SPECI,RCMQ,061335Z,360,09KT,0400,R36,0350N,FG,BKN002 OVC008 BKN002,17,17,Q1017,BECMG,TL2330,0400,FG,A3006,,,,,
METAR,RCMQ,061330Z,360,09KT,0600,R36,0400N,FG,BKN002 OVC008 BKN002,17,17,Q1017,BECMG,TL2330,0400,FG,A3006,,,,,
METAR,RCMQ,061300Z,350,09KT,0600,R36,400N,FG,BKN002 OVC008 BKN002,17,17,Q1017,BECMG,TL1400,0400,FG,A3004,,,,,
SPECI,RCMQ,061250Z,350,09KT,0600,R36,400D,FG,BKN002 OVC008 BKN002,17,17,Q1017,BECMG,TL1400,0400,FG,A3004,,,,,
METAR,RCMQ,061230Z,350,09KT,1200,R36,1100D,BR,BKN002 OVC008 BKN002,17,17,Q1017,BECMG,TL1400,0400,FG,A3004,,,,,
METAR,RCMQ,061200Z,010,06KT,1200,R36,1200N,BR,BKN002 OVC008 BKN002,17,17,Q1016,BECMG,TL1400,0400,FG,A3002,,,,,
SPECI,RCMQ,061155Z,010,06KT,1200,R36,1200U,BR,BKN002 OVC008 BKN002,17,17,Q1016,BECMG,TL1400,0400,FG,A3002,,,,,
SPECI,RCMQ,061136Z,010,08KT,0800,R36,0550U,FG,BKN002 OVC008 BKN002,17,17,Q1016,BECMG,TL1400,0400,FG,A3002,,,,,
METAR,RCMQ,061130Z,010,08KT,0500,R36,0400U,FG,BKN002 OVC008 BKN002,17,17,Q1016,BECMG,TL1400,0400,FG,A3002,,,,,
METAR,RCMQ,061100Z,360,10KT,0400,R36,0300N,FG,BKN002 OVC008 BKN002,17,17,Q1016,BECMG,TL1400,0400,FG,A3001,,,,,
METAR,RCMQ,061030Z,360,10KT,0400,R36,0300N,FG,BKN002 OVC008 BKN002,17,17,Q1015,BECMG,TL1400,0400,FG,A2999,,,,,
METAR,RCMQ,061000Z,360,09KT,0400,R36,0300N,FG,BKN002 OVC008 BKN002,18,17,Q1015,BECMG,TL1400,0400,FG,A2998,,,,,
SPECI,RCMQ,060940Z,350,10KT,0400,R36,0300D,FG,BKN002 OVC008 BKN002,18,17,Q1015,BECMG,TL1400,0800,FG,A2997,,,,,
SPECI,RCMQ,060935Z,360,08KT,0800,R36,0750,FG,BKN002 OVC008 BKN002,18,17,Q1015,BECMG,TL1400,0800,FG,A2997,,,,,
METAR,RCMQ,060930Z,360,08KT,1600,BR,BKN002 OVC008 BKN002,18,17,Q1015,BECMG,TL1400,0800,FG,A2997,,,,,,,
METAR,RCMQ,060900Z,360,08KT,1600,BR,BKN002 OVC008 BKN002,18,17,Q1014,BECMG,TL1400,1600,BR,A2996,RA,AMT,T,,,,
SPECI,RCMQ,060836Z,010,05KT,1600,-RA,BR,BKN002 OVC008 BKN002,19,18,Q1014,BECMG,TL1400,1600,BR,A2996,,,,,,
METAR,RCMQ,060830Z,010,05KT,1000,R36,0800N,-RA,BR,BKN002 OVC008 BKN002,19,18,Q1014,BECMG,TL1400,1600,BR,A2996,,,,
METAR,RCMQ,060800Z,010,04KT,1000,R36,0800N,-RA,BR,BKN002 OVC008 BKN002,19,18,Q1014,BECMG,TL0900,1200,-RA,BR,A2996,RA,AMT,T
SPECI,RCMQ,060752Z,010,06KT,1000,R36,0800U,-RA,BR,BKN002 OVC008 BKN002,19,18,Q1014,BECMG,TL0900,0200,-RA,FG,A2996,,,
SPECI,RCMQ,060737Z,010,05KT,0800,R36,0600U,-RA,FG,VV002,19,18,Q1014,BECMG,TL0900,0200,-RA,FG,BKN002,A2997,,
METAR,RCMQ,060730Z,010,06KT,0500,R36,0550N,+DZ,FG,VV002,19,18,Q1014,BECMG,TL0900,0200,-RA,FG,BKN002,A2996,,
SPECI,RCMQ,060710Z,010,05KT,0500,R36,0550N,+DZ,FG,VV002,18,18,Q1014,BECMG,TL0900,0200,-RA,FG,BKN002,A2997,,
METAR,RCMQ,060700Z,350,06KT,0500,R36,0550U,FG,VV002,18,18,Q1014,BECMG,TL0900,0200,-RA,FG,BKN002,A2997,RA,AMT,T
SPECI,RCMQ,060645Z,340,07KT,0500,R36,0550U,FG,VV002,19,18,Q1015,BECMG,TL0900,0200,-RA,FG,BKN002,A2998,,,
SPECI,RCMQ,060635Z,340,07KT,0500,R36,0450D,FG,VV002,19,18,Q1015,BECMG,TL0900,0600,FG,A2998,,,,,
METAR,RCMQ,060630Z,340,06KT,0800,R36,0550N,-RA,FG,BKN002 OVC010 BKN002,19,18,Q1015,BECMG,TL0900,1200,-RA,BR,A2998,,,
SPECI,RCMQ,060625Z,340,06KT,0800,R36,0550,-RA,FG,BKN002 OVC010 BKN002,19,18,Q1015,BECMG,TL0900,1200,-RA,BR,A2998,,,
METAR,RCMQ,060600Z,330,06KT,1600,-RA,BR,BKN003 BKN016 BKN002,20,18,Q1015,BECMG,FM0640,TL0900,1200,-RA,BR,A2998,RA,AMT,0.2MM,
SPECI,RCMQ,060550Z,320,06KT,2400,-RA,BR,SCT003 BKN008 BKN025 SCT003,20,18,Q1015,NOSIG,A2998,APCH,CLD,,,,,,,
METAR,RCMQ,060530Z,330,07KT,3200,1500NW,-RA,BR,SCT003 BKN008 BKN025 SCT003,20,18,Q1015,NOSIG,A2999,APCH,CLD,,,,,,
SPECI,RCMQ,060525Z,330,07KT,3200,1500NW,-RA,BR,SCT003 BKN008 BKN025 SCT003,20,18,Q1015,NOSIG,A2999,APCH,CLD,,,,,,
SPECI,RCMQ,060505Z,330,07KT,4000,1600NW,-RA,BR,SCT003 BKN010 BKN030 SCT003,20,18,Q1016,NOSIG,A3000,APCH,CLD,,,,,,
METAR,RCMQ,060500Z,330,06KT,5000,2000NW,VCSH,BR,SCT003 BKN010 BKN030 BKN010 SCT003,20,18,Q1016,BECMG,4000,-RA,BR,A3000,APCH,CLD,VCSH,SW-NW,
SPECI,RCMQ,060445Z,340,07KT,5000,2000NW,VCSH,BR,SCT003 BKN010 BKN030 BKN008 SCT003,21,18,Q1016,BECMG,4000,BR,A3001,APCH,CLD,VCSH,SW-NW,,
METAR,RCMQ,060430Z,320,08KT,7000,3200NW,VCSH,SCT003 BKN016 BKN030 SCT003,21,17,Q1016,NOSIG,A3001,APCH,CLD,VCSH,SW-NW,,,,,
METAR,RCMQ,060400Z,330,08KT,8000,VCSH,FEW008 BKN020 BKN035,22,17,Q1017,NOSIG,A3003,VCSH,W-NW,,,,,,,,
METAR,RCMQ,060330Z,320,08KT,9999,FEW010 SCT020 BKN050,23,17,Q1017,NOSIG,A3004,,,,,,,,,,,
METAR,RCMQ,060300Z,330,06KT,9999,FEW012 BKN060,25,17,Q1017,NOSIG,A3005,,,,,,,,,,,
METAR,RCMQ,060230Z,320,06KT,9999,FEW012 BKN060,25,17,Q1018,NOSIG,A3006,,,,,,,,,,,
