METAR,RCMQ,071600Z,020,14G24KT,9999,FEW008 SCT016 BKN080,12,09,Q1021,A3016,,,,,,,
METAR,RCMQ,070000Z,020,16G26KT,9999,SCT004 BKN012 SCT004,14,13,Q1019,NOSIG,A3009,APCH,CLD,,,,
METAR,RCMQ,062330Z,020,20KT,9999,SCT006 BKN012 SCT006,13,13,Q1019,NOSIG,A3009,APCH,CLD,,,,
METAR,RCMQ,062300Z,020,18KT,8000,SCT006 BKN012 SCT006,13,13,Q1018,NOSIG,A3009,APCH,CLD,,,,
METAR,RCMQ,062230Z,020,20KT,6000,SCT006 BKN012,13,13,Q1019,NOSIG,A3009,,,,,,
SPECI,RCMQ,062220Z,010,19KT,6000,SCT006 BKN012,14,13,Q1019,NOSIG,A3009,,,,,,
METAR,RCMQ,062200Z,010,20KT,4800,BR,SCT006 BKN012,14,13,Q1019,BECMG,5000,BR,A3009,,,
SPECI,RCMQ,062135Z,010,19KT,4000,BR,SCT006 BKN012,14,13,Q1019,NOSIG,A3010,,,,,
METAR,RCMQ,062130Z,010,19KT,3200,BR,SCT006 BKN012,14,13,Q1019,NOSIG,A3010,,,,,
SPECI,RCMQ,062105Z,010,18KT,3200,BR,SCT006 BKN012 BKN012,14,13,Q1018,BECMG,3200,BR,A3007,,,
METAR,RCMQ,062100Z,010,18KT,2400,BR,SCT002 BKN008 BKN012,14,13,Q1018,BECMG,3200,BR,A3007,RA,AMT,T
SPECI,RCMQ,062050Z,020,17KT,2400,BR,SCT002 BKN008,14,14,Q1018,A3007,,,,,,
METAR,RCMQ,062030Z,020,17KT,1000,R36,0900N,-RA,BR,BKN002 OVC008,14,14,Q1018,A3007,,,
METAR,RCMQ,062000Z,010,21KT,1000,R36,0900N,-RA,BR,BKN002 OVC008,14,14,Q1018,A3008,RA,AMT,T
METAR,RCMQ,061900Z,010,19KT,1000,R36,0900N,-RA,BR,BKN002 OVC008,16,16,Q1018,A3008,RA,AMT,T
SPECI,RCMQ,061806Z,010,16KT,1000,R36,0900U,-RA,BR,BKN002 OVC008,16,16,Q1018,A3008,,,
METAR,RCMQ,061800Z,010,15KT,0800,R36,0750N,FG,BKN002 OVC008,16,15,Q1018,A3007,,,,
METAR,RCMQ,061700Z,010,13KT,0800,R36,0750N,FG,BKN002 OVC008,16,16,Q1018,A3006,,,,
METAR,RCMQ,061600Z,360,09KT,0800,R36,0750N,FG,BKN002 OVC008,16,16,Q1018,A3006,,,,
